         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
 9/ 7/2018 55: 2: 1        3370        4050        3370        3350          20              3590       71800       71800          20        3590         310
10/ 7/2018 17: 2:31        3600        3600        3600        3600         150              3600      540000  3393425187      999757     3394.25           1
10/ 7/2018 17: 2:34        3380        3380        3380        3380        6500              3380    21970000  3415395187     1006257     3394.16           1
10/ 7/2018 17: 2:43        3280        3280        3280        3280       26515              3280    86969200  3502364387     1032772     3391.23           1
10/ 7/2018 17: 2:47        3370        3370        3370        3370        4572              3370    15407640  3517772027     1037344     3391.13           1
10/ 7/2018 17: 2:49        3390        3390        3390        3390        2597              3390     8803830  3526575857     1039941     3391.13           1
10/ 7/2018 17: 2:59        3360        3360        3360        3360        3000              3360    10080000  3536655857     1042941     3391.04           1
10/ 7/2018 18: 2: 0        3370        3370        3370        3370        5001              3370    16853370  3553509227     1047942     3390.94           2
10/ 7/2018 18: 2: 2        3360        3360        3360        3360        1000              3360     3360000  3556869227     1048942     3390.91           1
10/ 7/2018 18: 2: 5        3370        3370        3370        3370        2000              3370     6740000  3563609227     1050942     3390.87           1
10/ 7/2018 18: 2: 8        3350        3350        3350        3350           1              3350        3350  3563612577     1050943     3390.87           1
10/ 7/2018 18: 2:10        3330        3330        3330        3330         200              3330      666000  3564278577     1051143     3390.86           1
10/ 7/2018 18: 2:14        3340        3340        3340        3340           1              3340        3340  3564281917     1051144     3390.86           1
10/ 7/2018 18: 2:16        3370        3370        3370        3370        2000              3370     6740000  3571021917     1053144     3390.82           1
10/ 7/2018 18: 2:18        3370        3370        3370        3370        6500              3370    21905000  3592926917     1059644     3390.69           1
10/ 7/2018 18: 2:22        3700        3700        3700        3700         150              3700      555000  3593481917     1059794     3390.74           1
10/ 7/2018 18: 2:23        3360        3360        3360        3360        1000              3360     3360000  3596841917     1060794     3390.71           1
10/ 7/2018 18: 2:32        3370        3370        3370        3370        1500              3370     5055000  3601896917     1062294     3390.68           2
10/ 7/2018 18: 2:38        3360        3360        3360        3360        1000              3360     3360000  3605256917     1063294     3390.65           1
